File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link
extr_linuxdriversgpudrmsun4isun4i_hdmi_tmds_clk.c_sun4i_tmds_calc_divider.c;2;25;33;0;48;"23;25;32;39;40;34;34_39.ce;19;22;42;43;0;15;17;32_38.ce;38;45;47;49;50;16;31;34_38.ce;45_50.ce;47_50.ce";"17;32;47;50;15;22;45;43;34_39.ce;40;19;42;34_38.ce;49;34;23;16;38;0;31;39;32_38.ce;45_50.ce;25;47_50.ce";137;0,5433;"23;25;40;31;32;39;38;34;32_38.ce;34_38.ce;34_39.ce;19;22;42;43;0;17;45;50;15;47;49;16;45_50.ce;47_50.ce";56;0,8133;"23;25;32;39;40;34;34_39.ce;19;22;42;43;0;15;17;32_38.ce;38;45;47;49;50;16;31;34_38.ce;45_50.ce;47_50.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversgpudrmsun4isun4i_hdmi_tmds_clk.c_sun4i_tmds_calc_divider.c
extr_linuxdriversgpudrmsun4isun4i_hdmi_tmds_clk.c_sun4i_tmds_calc_divider.c;3;25;33;0;48;"23;25;32;39;40;34;34_39.ce;19;22;42;43;0;15;17;32_38.ce;38;45;47;49;50;16;31;34_38.ce;45_50.ce;47_50.ce";"17;32;47;50;15;22;45;43;34_39.ce;40;19;42;34_38.ce;49;34;23;16;38;0;31;39;32_38.ce;45_50.ce;25;47_50.ce";137;0,5433;"23;25;40;31;32;39;38;34;32_38.ce;34_38.ce;34_39.ce;19;22;42;43;0;17;45;50;15;47;49;16;45_50.ce;47_50.ce";56;0,8133;"23;25;32;39;40;34;34_39.ce;19;22;42;43;0;15;17;32_38.ce;38;45;47;49;50;16;31;34_38.ce;45_50.ce;47_50.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversgpudrmsun4isun4i_hdmi_tmds_clk.c_sun4i_tmds_calc_divider.c
extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c;0;4;5;1;101;"2;4;0;16";"4;16;0;2";4;0,3333;"2;4;0;16";0;1,0000;"2;4;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c
extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c;1;4;5;1;11;"2;4;0;16";"4;16;0;2";4;0,3333;"2;4;0;16";0;1,0000;"2;4;0;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversgpudrmudludl_modeset.c_udl_lfsr16.c
extr_linuxdrivershidhid-core.c___implement.c;0;7;9;0;2;"10;0;13;28;30;44;28_44.ce";"28;13;28_44.ce;44;10;30;0";13;0,3810;"10;13;0;28;44;30;28_44.ce";2;0,9048;"10;0;13;28;30;44;28_44.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdrivershidhid-core.c___implement.c
extr_linuxdrivershidhid-core.c_search.c;0;7;9;0;11;"5;12;7;0;13;14;11";"11;7;12;14;5;13;0";13;0,3810;"5;7;12;0;14;13;11";2;0,9048;"5;12;7;0;13;14;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdrivershidhid-core.c_search.c
extr_linuxdrivershwmonit87.c_DIV_TO_REG.c;0;7;9;0;7;"2;3;6;8;0;10;2_6.ce";"3;2_6.ce;6;10;2;8;0";10;0,5238;"2;6;8;2_6.ce;3;0;10";5;0,7619;"2;3;6;8;0;10;2_6.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdrivershwmonit87.c_DIV_TO_REG.c
extr_linuxdrivershwmonit87.c_DIV_TO_REG.c;1;7;9;1;8;"2;6;3;8;0;10;2_6.ce";"3;2_6.ce;6;10;2;8;0";11;0,4762;"2;6;8;2_6.ce;3;0;10";4;0,8095;"2;3;6;8;0;10;2_6.ce";1;0,9524;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdrivershwmonit87.c_DIV_TO_REG.c
extr_linuxdrivershwmonit87.c_DIV_TO_REG.c;2;7;9;0;4;"2;3;6;8;0;10;2_6.ce";"3;2_6.ce;6;10;2;8;0";10;0,5238;"2;6;8;2_6.ce;3;0;10";5;0,7619;"2;3;6;8;0;10;2_6.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdrivershwmonit87.c_DIV_TO_REG.c
extr_linuxdriversi2cbussesi2c-tegra-bpmp.c_tegra_bpmp_i2c_msg_len_check.c;0;20;26;0;256;"7;16;24;25;8;0;27;30;60;33;34;36;36_50.ce;44;50;51;53;56;59;8_24.ce";"8;33;0;50;16;59;27;36;8_24.ce;30;53;36_50.ce;44;56;24;25;34;60;51;7";94;0,5053;"7;24;25;8;8_24.ce;34;36;50;51;16;44;36_50.ce;0;27;60;30;33;53;56;59";58;0,6947;"7;16;24;25;8;0;27;30;60;33;34;36;36_50.ce;44;50;51;53;56;59;8_24.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversi2cbussesi2c-tegra-bpmp.c_tegra_bpmp_i2c_msg_len_check.c
extr_linuxdriversi2cbussesi2c-tegra-bpmp.c_tegra_bpmp_i2c_msg_len_check.c;1;20;26;0;11;"7;16;24;25;8;0;27;30;60;33;34;36;36_50.ce;44;50;51;53;56;59;8_24.ce";"8;33;0;50;16;59;27;36;8_24.ce;30;53;36_50.ce;44;56;24;25;34;60;51;7";94;0,5053;"7;24;25;8;8_24.ce;34;36;50;51;16;44;36_50.ce;0;27;60;30;33;53;56;59";58;0,6947;"7;16;24;25;8;0;27;30;60;33;34;36;36_50.ce;44;50;51;53;56;59;8_24.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversi2cbussesi2c-tegra-bpmp.c_tegra_bpmp_i2c_msg_len_check.c
extr_linuxdriversi2ci2c-core-smbus.c_crc8.c;0;8;10;0;9;"2;11;3;3_9.ce;9;0;13;6";"3;3_9.ce;0;9;6;11;13;2";14;0,5000;"2;11;3;9;3_9.ce;6;0;13";3;0,8929;"2;11;3;3_9.ce;9;0;13;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversi2ci2c-core-smbus.c_crc8.c
extr_linuxdriversi2ci2c-core-smbus.c_crc8.c;1;8;10;0;9;"2;11;3;3_9.ce;9;0;13;6";"3;3_9.ce;0;9;6;11;13;2";14;0,5000;"2;11;3;9;3_9.ce;6;0;13";3;0,8929;"2;11;3;3_9.ce;9;0;13;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversi2ci2c-core-smbus.c_crc8.c
extr_linuxdriversi2ci2c-core-smbus.c_crc8.c;2;8;10;0;9;"2;11;3;3_9.ce;9;0;13;6";"3;3_9.ce;0;9;6;11;13;2";14;0,5000;"2;11;3;9;3_9.ce;6;0;13";3;0,8929;"2;11;3;3_9.ce;9;0;13;6";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversi2ci2c-core-smbus.c_crc8.c
extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c;0;7;9;0;2;"5;0;10;13;4;7;3";"5;4;7;13;3;10;0";11;0,4762;"5;7;0;13;10;3;4";6;0,7143;"5;0;10;13;4;7;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c
extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c;1;7;9;0;2;"5;0;10;13;4;7;3";"5;4;7;13;3;10;0";11;0,4762;"5;7;0;13;10;3;4";6;0,7143;"5;0;10;13;4;7;3";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c
extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c;2;7;9;0;1;"0;10;13;4;5;3;7";"5;4;7;13;3;10;0";16;0,2381;"5;7;0;13;10;3;4";11;0,4762;"5;0;10;13;4;7;3";5;0,7619;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiochemicalbme680_core.c_bme680_calc_heater_dur.c
extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c;0;7;9;0;17;"5;16;7;7_16.ce;0;20;10";"7_16.ce;7;10;20;5;16;0";12;0,4286;"5;16;7;10;7_16.ce;0;20";3;0,8571;"5;16;7;7_16.ce;0;20;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c
extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c;1;7;9;0;17;"5;16;7;7_16.ce;0;20;10";"7_16.ce;7;10;20;5;16;0";12;0,4286;"5;16;7;10;7_16.ce;0;20";3;0,8571;"5;16;7;7_16.ce;0;20;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c
extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c;2;7;9;0;17;"5;16;7;7_16.ce;0;20;10";"7_16.ce;7;10;20;5;16;0";12;0,4286;"5;16;7;10;7_16.ce;0;20";3;0,8571;"5;16;7;7_16.ce;0;20;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiocommonms_sensorsms_sensors_i2c.c_ms_sensors_crc_valid.c
extr_linuxdriversiiohumidityam2315.c_am2315_crc.c;0;11;14;1;90;"11;13;21;22;16;19;5;24;7;0;25";"11;24;25;19;5;16;22;0;21;7;13";32;0,4182;"11;13;21;22;16;19;5;24;7;0;25";0;1,0000;"11;13;21;22;16;19;5;24;7;0;25";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiohumidityam2315.c_am2315_crc.c
extr_linuxdriversiiohumiditydht11.c_dht11_decode_byte.c;0;8;10;0;9;"2;11;13;14;3;0;16;3_13.ce";"3;3_13.ce;0;13;11;14;16;2";19;0,3214;"2;13;14;3;11;3_13.ce;0;16";5;0,8214;"2;11;13;14;3;0;16;3_13.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiohumiditydht11.c_dht11_decode_byte.c
extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c;0;11;14;0;256;"5;19;20;6;6_19.ce;0;22;23;12;12_19.ce;18";"6_19.ce;22;23;18;5;12_19.ce;20;0;19;6;12";29;0,4727;"5;6;19;20;12;6_19.ce;12_19.ce;0;23;22;18";10;0,8182;"5;19;20;6;6_19.ce;0;22;23;12;12_19.ce;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c
extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c;1;11;14;0;11;"5;19;20;6;6_19.ce;0;22;23;12;12_19.ce;18";"6_19.ce;22;23;18;5;12_19.ce;20;0;19;6;12";29;0,4727;"5;6;19;20;12;6_19.ce;12_19.ce;0;23;22;18";10;0,8182;"5;19;20;6;6_19.ce;0;22;23;12;12_19.ce;18";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c
extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c;2;11;14;0;1;"0;22;23;5;12;12_19.ce;18;19;20;6;6_19.ce";"6_19.ce;22;23;18;5;12_19.ce;20;0;19;6;12";24;0,5636;"5;6;19;20;12;6_19.ce;12_19.ce;0;23;22;18";35;0,3636;"5;19;20;6;6_19.ce;0;22;23;12;12_19.ce;18";27;0,5091;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightltr501.c_ltr501_get_gain_index.c
extr_linuxdriversiiolightsi1145.c_si1145_compress.c;0;18;24;0;6;"10;15;0;14;16;24;24_37.ce;37;42;6;9;18;29;29_36.ce;33;36;5;8";"6;18;0;33;9;36;15;24_37.ce;8;16;37;29;29_36.ce;42;10;14;24;5";80;0,4771;"10;15;0;42;6;5;14;16;8;9;18;24;37;24_37.ce;29;36;29_36.ce;33";39;0,7451;"10;15;0;14;16;24;24_37.ce;37;42;6;9;18;29;29_36.ce;33;36;5;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightsi1145.c_si1145_compress.c
extr_linuxdriversiiolightsi1145.c_si1145_compress.c;1;18;24;0;7;"10;15;0;14;16;24;29;33;36;37;42;6;9;18;24_37.ce;29_36.ce;5;8";"6;18;0;33;9;36;15;24_37.ce;8;16;37;29;29_36.ce;42;10;14;24;5";79;0,4837;"10;15;0;42;6;5;14;16;8;9;18;24;37;24_37.ce;29;36;29_36.ce;33";52;0,6601;"10;15;0;14;16;24;24_37.ce;37;42;6;9;18;29;29_36.ce;33;36;5;8";25;0,8366;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightsi1145.c_si1145_compress.c
extr_linuxdriversiiolightsi1145.c_si1145_compress.c;2;18;24;0;3;"10;15;0;14;16;18;42;6;9;24;24_37.ce;29;29_36.ce;33;36;37;5;8";"6;18;0;33;9;36;15;24_37.ce;8;16;37;29;29_36.ce;42;10;14;24;5";71;0,5359;"10;15;0;42;6;5;14;16;8;9;18;24;37;24_37.ce;29;36;29_36.ce;33";34;0,7778;"10;15;0;14;16;24;24_37.ce;37;42;6;9;18;29;29_36.ce;33;36;5;8";19;0,8758;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversiiolightsi1145.c_si1145_compress.c
extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c;0;5;6;1;256;"4;34;5;0;36";"34;5;36;0;4";5;0,5000;"4;34;5;0;36";0;1,0000;"4;34;5;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c
extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c;1;5;6;1;11;"4;34;5;0;36";"34;5;36;0;4";5;0,5000;"4;34;5;0;36";0;1,0000;"4;34;5;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c
extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c;2;5;6;0;1;"0;36;4;34;5";"34;5;36;0;4";7;0,3000;"4;34;5;0;36";6;0,4000;"4;34;5;0;36";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwbnxt_reib_verbs.c_bnxt_re_build_sgl.c
extr_linuxdriversinfinibandhwbnxt_remain.c_bnxt_re_parse_cid_map.c;0;11;14;0;2;"4;5;0;17;19;20;22;5_19.ce;9;18;22.le";"5_19.ce;22.le;22;18;4;17;20;0;19;5;9";36;0,3455;"4;5;19;20;9;18;5_19.ce;0;22;22.le;17";17;0,6909;"4;5;0;17;19;20;22;5_19.ce;9;18;22.le";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwbnxt_remain.c_bnxt_re_parse_cid_map.c
extr_linuxdriversinfinibandhwbnxt_remain.c_bnxt_re_parse_cid_map.c;1;11;14;0;4;"4;5;19;20;5_19.ce;0;17;22;9;18;22.le";"5_19.ce;22.le;22;18;4;17;20;0;19;5;9";35;0,3636;"4;5;19;20;9;18;5_19.ce;0;22;22.le;17";10;0,8182;"4;5;0;17;19;20;22;5_19.ce;9;18;22.le";7;0,8727;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwbnxt_remain.c_bnxt_re_parse_cid_map.c
extr_linuxdriversinfinibandhwhfi1chip.c_get_vlarb_preempt.c;0;5;6;1;256;"4;5;8;0;11";"8;5;11;0;4";6;0,4000;"4;5;8;0;11";0;1,0000;"4;5;8;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwhfi1chip.c_get_vlarb_preempt.c
extr_linuxdriversinfinibandhwhfi1chip.c_get_vlarb_preempt.c;1;5;6;1;11;"4;5;8;0;11";"8;5;11;0;4";6;0,4000;"4;5;8;0;11";0;1,0000;"4;5;8;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwhfi1chip.c_get_vlarb_preempt.c
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c;0;7;9;0;5;"6;9;0;11;3;4;0_4.ce";"4;3;6;11;0_4.ce;9;0";13;0,3810;"6;9;0;11;4;3;0_4.ce";1;0,9524;"6;9;0;11;3;4;0_4.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c;1;7;9;0;6;"6;9;0;11;3;4;0_4.ce";"4;3;6;11;0_4.ce;9;0";13;0,3810;"6;9;0;11;4;3;0_4.ce";1;0,9524;"6;9;0;11;3;4;0_4.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c;2;7;9;0;2;"6;0;11;3;4;9;0_4.ce";"4;3;6;11;0_4.ce;9;0";11;0,4762;"6;9;0;11;4;3;0_4.ce";5;0,7619;"6;9;0;11;3;4;0_4.ce";4;0,8095;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_get_encoded_wqe_size.c
extr_linuxdriversinfinibandhwi40iwi40iw_verbs.c_i40iw_check_mem_contiguous.c;0;8;10;0;2;"4;5;0;12;13;14;17;16";"5;12;0;14;13;16;17;4";10;0,6429;"4;5;13;14;0;17;16;12";6;0,7857;"4;5;0;12;13;14;17;16";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwi40iwi40iw_verbs.c_i40iw_check_mem_contiguous.c
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c;0;8;10;0;18;"1;2;6;7;0;9;9.le;5";"2;5;0;7;6;9.le;9;1";16;0,4286;"1;2;6;7;0;9;9.le;5";0;1,0000;"1;2;6;7;0;9;9.le;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c;1;8;10;0;18;"1;2;6;7;0;9;9.le;5";"2;5;0;7;6;9.le;9;1";16;0,4286;"1;2;6;7;0;9;9.le;5";0;1,0000;"1;2;6;7;0;9;9.le;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c;2;8;10;0;18;"1;2;6;7;0;9;9.le;5";"2;5;0;7;6;9.le;9;1";16;0,4286;"1;2;6;7;0;9;9.le;5";0;1,0000;"1;2;6;7;0;9;9.le;5";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_sglist_len.c;0;5;6;1;11;"3;12;4;0;14";"12;4;14;0;3";5;0,5000;"3;12;4;0;14";0;1,0000;"3;12;4;0;14";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_ocrdma_sglist_len.c
extr_linuxdriversinfinibandhwqedrverbs.c_sge_data_len.c;0;5;6;1;11;"3;12;4;0;14";"12;4;14;0;3";5;0,5000;"3;12;4;0;14";0;1,0000;"3;12;4;0;14";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwqedrverbs.c_sge_data_len.c
extr_linuxdriversinfinibandhwqibqib_eeprom.c_flash_csum.c;0;10;13;0;9;"9;12;0;16;22;24;7;8;0_8.ce;16_24.ce";"7;24;0;12;9;16;16_24.ce;0_8.ce;8;22";20;0,5556;"9;12;0;16;24;8;22;0_8.ce;7;16_24.ce";4;0,9111;"9;12;0;16;22;24;7;8;0_8.ce;16_24.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwqibqib_eeprom.c_flash_csum.c
extr_linuxdriversinfinibandhwqibqib_eeprom.c_flash_csum.c;1;10;13;0;9;"9;12;0;16;22;24;7;8;0_8.ce;16_24.ce";"7;24;0;12;9;16;16_24.ce;0_8.ce;8;22";20;0,5556;"9;12;0;16;24;8;22;0_8.ce;7;16_24.ce";4;0,9111;"9;12;0;16;22;24;7;8;0_8.ce;16_24.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinfinibandhwqibqib_eeprom.c_flash_csum.c
extr_linuxdriversinputjoysticksidewinder.c_sw_check.c;0;7;9;0;1;"0;19;6;10;16;7;8";"8;7;10;19;6;16;0";17;0,1905;"8;10;0;19;6;16;7";9;0,5714;"0;19;6;10;16;7;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinputjoysticksidewinder.c_sw_check.c
extr_linuxdriversinputjoysticksidewinder.c_sw_check.c;1;7;9;0;3;"8;10;0;16;19;7;6";"8;7;10;19;6;16;0";9;0,5714;"8;10;0;19;6;16;7";3;0,8571;"0;19;6;10;16;7;8";12;0,4286;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinputjoysticksidewinder.c_sw_check.c
extr_linuxdriversinputjoysticksidewinder.c_sw_check.c;2;7;9;0;1;"0;19;6;10;16;7;8";"8;7;10;19;6;16;0";17;0,1905;"8;10;0;19;6;16;7";9;0,5714;"0;19;6;10;16;7;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinputjoysticksidewinder.c_sw_check.c
extr_linuxdriversinputmousealps.c_alps_get_bitmap_points.c;0;14;18;1;8;"7;26;27;8;22;25;11;18;22_25.ce;13;0;11_18.ce;24;30";"8;24;0;13;11_18.ce;18;22;26;11;22_25.ce;25;27;30;7";59;0,3516;"7;26;27;8;11;18;22;25;11_18.ce;24;13;22_25.ce;0;30";11;0,8791;"7;26;27;8;22;25;11;18;22_25.ce;13;0;11_18.ce;24;30";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinputmousealps.c_alps_get_bitmap_points.c
extr_linuxdriversinputtouchscreenpenmount.c_pm_checkpacket.c;0;5;6;1;6;"2;3;9;0;11";"9;3;11;0;2";6;0,4000;"2;3;9;0;11";0;1,0000;"2;3;9;0;11";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversinputtouchscreenpenmount.c_pm_checkpacket.c
extr_linuxdriversipackipack.c_ipack_crc_byte.c;0;5;6;1;9;"4;13;6;0;15";"13;6;15;0;4";5;0,5000;"4;13;6;0;15";0;1,0000;"4;13;6;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversipackipack.c_ipack_crc_byte.c
extr_linuxdriversipackipack.c_ipack_crc_byte.c;1;5;6;1;9;"4;13;6;0;15";"13;6;15;0;4";5;0,5000;"4;13;6;0;15";0;1,0000;"4;13;6;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversipackipack.c_ipack_crc_byte.c
extr_linuxdriversipackipack.c_ipack_crc_byte.c;2;5;6;1;9;"4;13;6;0;15";"13;6;15;0;4";5;0,5000;"4;13;6;0;15";0;1,0000;"4;13;6;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversipackipack.c_ipack_crc_byte.c
extr_linuxdriversisdnhisaxisar.c_dle_count.c;0;7;9;0;11;"4;14;6;6_14.ce;0;15;12";"6_14.ce;6;12;15;4;14;0";12;0,4286;"4;14;6;12;6_14.ce;0;15";3;0,8571;"4;14;6;6_14.ce;0;15;12";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversisdnhisaxisar.c_dle_count.c
extr_linuxdriversisdnhisaxisar.c_insert_dle.c;0;7;9;0;256;"5;19;7;7_19.ce;0;20;15";"7_19.ce;7;15;20;5;19;0";12;0,4286;"5;19;7;15;7_19.ce;0;20";3;0,8571;"5;19;7;7_19.ce;0;20;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversisdnhisaxisar.c_insert_dle.c
extr_linuxdriversisdnhisaxisar.c_insert_dle.c;1;7;9;0;11;"5;19;7;7_19.ce;0;20;15";"7_19.ce;7;15;20;5;19;0";12;0,4286;"5;19;7;15;7_19.ce;0;20";3;0,8571;"5;19;7;7_19.ce;0;20;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversisdnhisaxisar.c_insert_dle.c
extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c;0;11;14;0;256;"6;24;25;7;7_24.ce;0;27;30;13;13_24.ce;19";"7_24.ce;27;30;19;6;13_24.ce;25;0;24;7;13";29;0,4727;"6;7;24;25;13;7_24.ce;13_24.ce;0;30;27;19";10;0,8182;"6;24;25;7;7_24.ce;0;27;30;13;13_24.ce;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c
extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c;1;11;14;0;11;"6;24;25;7;7_24.ce;0;27;30;13;13_24.ce;19";"7_24.ce;27;30;19;6;13_24.ce;25;0;24;7;13";29;0,4727;"6;7;24;25;13;7_24.ce;13_24.ce;0;30;27;19";10;0,8182;"6;24;25;7;7_24.ce;0;27;30;13;13_24.ce;19";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_linuxdriversledsleds-netxbig.c_netxbig_led_get_timer_mode.c
